	reference	query	distance	pvalue	matching-hashes	percentage
1265	JACJPD01_Microcoleus	./CENA71.fasta	0.295981	0.000864223	1/1000	0.1
2929	SFAH01_Microcystis	./CENA71.fasta	0.295981	0.000660872	1/1000	0.1
1497	JADEWF01_Dolichospermum	./CENA71.fasta	0.295981	0.000632423	1/1000	0.1
1930	LJOP01_Anabaena	./CENA71.fasta	0.295981	0.000659072	1/1000	0.1
1487	JADCRC01_Microcystis	./CENA71.fasta	0.295981	0.000722525	1/1000	0.1
1275	JACJPN01_Leptolyngbya	./CENA71.fasta	0.295981	0.0008780680000000001	1/1000	0.1
1092	JAAUOG01_Hydrococcus	./CENA71.fasta	0.295981	0.000774607	1/1000	0.1
1279	JACJPR01_Microcoleus	./CENA71.fasta	0.295981	0.0008538010000000001	1/1000	0.1
1481	JADBVX01_MAG:	./CENA71.fasta	0.295981	0.000703278	1/1000	0.1
1480	JADBVU01_MAG:	./CENA71.fasta	0.295981	0.000707272	1/1000	0.1
2927	SFAF01_Microcystis	./CENA71.fasta	0.295981	0.0006602839999999999	1/1000	0.1
2928	SFAG01_Microcystis	./CENA71.fasta	0.295981	0.000650879	1/1000	0.1
2534	QCIZ01_Prochlorococcus	./CENA71.fasta	0.295981	0.00032345700000000003	1/1000	0.1
2207	PWQB01_Nostocaceae	./CENA71.fasta	0.295981	0.000558259	1/1000	0.1
2974	SFCA01_Microcystis	./CENA71.fasta	0.295981	0.000670928	1/1000	0.1
2923	SFAB01_Microcystis	./CENA71.fasta	0.295981	0.0006622819999999999	1/1000	0.1
2210	PWYK01_Cyanobacteria	./CENA71.fasta	0.295981	0.000316771	1/1000	0.1
1527	JADEXJ01_Pleurocapsales	./CENA71.fasta	0.295981	0.000799065	1/1000	0.1
2922	SFAA01_Microcystis	./CENA71.fasta	0.295981	0.0006501769999999999	1/1000	0.1
1479	JADBVT01_MAG:	./CENA71.fasta	0.295981	0.000701408	1/1000	0.1
2924	SFAC01_Microcystis	./CENA71.fasta	0.295981	0.000638866	1/1000	0.1
1749	JAHHIC01_MAG:	./CENA71.fasta	0.295981	0.000997763	1/1000	0.1
1478	JADBVS01_MAG:	./CENA71.fasta	0.295981	0.0007019489999999999	1/1000	0.1
1742	JAHHGY01_MAG:	./CENA71.fasta	0.295981	0.0005357340000000001	1/1000	0.1
1477	JADBVM01_MAG:	./CENA71.fasta	0.295981	0.0007026830000000001	1/1000	0.1
1476	JADBVL01_MAG:	./CENA71.fasta	0.295981	0.000708648	1/1000	0.1
2925	SFAD01_Microcystis	./CENA71.fasta	0.295981	0.0006630869999999999	1/1000	0.1
1475	JADBVD01_MAG:	./CENA71.fasta	0.295981	0.000703373	1/1000	0.1
1751	JAHHIJ01_MAG:	./CENA71.fasta	0.295981	0.000791122	1/1000	0.1
1474	JADBVB01_MAG:	./CENA71.fasta	0.295981	0.000710315	1/1000	0.1
1750	JAHHID01_MAG:	./CENA71.fasta	0.295981	0.0008254369999999999	1/1000	0.1
2032	MWMJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2019	MTBS01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2034	MWOP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2033	MWOO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2026	MVGR01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2021	MTBU01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2031	MWLG01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2022	MTPU01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2023	MTQM01_Microbacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2030	MWLF01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2024	MUGG01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2029	MWLE01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2028	MWLD01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2025	MVDI01_Chroococcidiopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2027	MVOP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2091	NHJU02_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2020	MTBT01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2035	MWOQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2056	NEED01_Unicellular	./CENA71.fasta	1.0	1.0	0/1000	0.0
2037	MWOS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2083	NHER01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2082	NHDT02_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2055	NDHW01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
2058	NEXP01_Roseofilum	./CENA71.fasta	1.0	1.0	0/1000	0.0
2054	NDGV01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2084	NHHE02_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2085	NHHS01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2053	NBYN01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2052	NAPY01_Gloeocapsopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2081	NHBZ02_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2050	MWPG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2080	NHBY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2086	NHIA01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2087	NHII01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2049	MWPF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2048	MWPE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2047	MWPD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2045	MWPA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2044	MWOZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2043	MWOY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2042	MWOX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2041	MWOW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2088	NHIK01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2089	NHIL01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2090	NHJC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2057	NETF01_Unicellular	./CENA71.fasta	1.0	1.0	0/1000	0.0
2040	MWOV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2039	MWOU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2038	MWOT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2036	MWOR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2046	MWPC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
0	AADV02_Crocosphaera	./CENA71.fasta	1.0	1.0	0/1000	0.0
2093	NJHS01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2227	PXPT01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2228	PXPU01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2229	PXPV01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2230	PXPW01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2231	PXPX01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2232	PXPY01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2233	PXPZ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2234	PXQA01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2226	PXPS01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2235	PXQB01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2237	PXQD01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2238	PXQE01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2239	PXQF01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2240	PXQG01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2241	PXQH01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2242	PXQI01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2243	PXVC01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2244	PXXO01_Cyanobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2236	PXQC01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2245	PYCI01_Chroococcidiopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2225	PXPR01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2223	PXPP01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2203	PVWM01_Chroococcidiopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2204	PVWN01_Chlorogloea	./CENA71.fasta	1.0	1.0	0/1000	0.0
2205	PVWO01_Chamaesiphon	./CENA71.fasta	1.0	1.0	0/1000	0.0
2206	PVWP01_Aphanothece	./CENA71.fasta	1.0	1.0	0/1000	0.0
2208	PWRG01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2209	PWXB01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2211	PXCV01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2212	PXDR01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2224	PXPQ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2213	PXEF01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2215	PXOH01_Aphanothece	./CENA71.fasta	1.0	1.0	0/1000	0.0
2216	PXPI01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2217	PXPJ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2218	PXPK01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2219	PXPL01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2220	PXPM01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2221	PXPN01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2222	PXPO01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2214	PXEJ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2246	PYEQ01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
2247	PYER01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
2248	PYFY01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
2274	QBVP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2275	QBVQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2276	QBVR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2277	QBVS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2278	QBVT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2279	QBVZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2280	QBWA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2281	QBWB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2273	QBVO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2282	QBWC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2284	QBWE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2285	QBWF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2286	QBWG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2287	QBWH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2288	QBWI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2289	QBWJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2290	QBWK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2291	QBWL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2283	QBWD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2272	QBVN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2271	QBVM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2270	QBVL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2249	PYGV01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
2250	PYVJ01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2251	QBLS01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2252	QBLT01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2253	QBMC01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2254	QBMD01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2255	QBMG01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2256	QBMH01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2257	QBMJ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2259	QBML01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2260	QBMM01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2261	QBMN01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2262	QBMP01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2263	QBMQ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2265	QBTW01_Muricauda	./CENA71.fasta	1.0	1.0	0/1000	0.0
2266	QBVH01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2267	QBVI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2268	QBVJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2269	QBVK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2202	PVWL01_Cyanosarcina	./CENA71.fasta	1.0	1.0	0/1000	0.0
2092	NHKA01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2201	PVWK01_Stenomitos	./CENA71.fasta	1.0	1.0	0/1000	0.0
2199	PVWI01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
2133	NRIU01_Geitlerinema	./CENA71.fasta	1.0	1.0	0/1000	0.0
2135	NRRY01_Lamprobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
2136	NRTA01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
2138	NSHT01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2139	NSII01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2015	MRUD01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2142	NYUU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2143	NYXI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2129	NQLA01_Vulcanococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2144	NYZI01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2146	NZHI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2147	NZHY01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2148	NZJI01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2149	NZKA01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2150	NZPI01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2151	NZVB01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2152	NZXF01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2153	OMJF01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
2145	NZED01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2154	OMJX01_Richelia	./CENA71.fasta	1.0	1.0	0/1000	0.0
2128	NQKZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2126	NQKX01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2094	NJHT01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2095	NJHU01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2096	NJHV01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2097	NJHW01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2098	NJHX01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2099	NJHY01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2100	NJHZ01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2101	NJIA01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2127	NQKY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2102	NKFP01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
2118	NOXT01_Sandarakinorhabdus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2119	NOXU01_Niveispirillum	./CENA71.fasta	1.0	1.0	0/1000	0.0
2120	NOXV01_Flavobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2121	NOXW01_Rhodoferax	./CENA71.fasta	1.0	1.0	0/1000	0.0
2122	NOXX01_Flavobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2123	NPIK01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2124	NPIL01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2125	NQKW01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2117	NOXS01_Elstera	./CENA71.fasta	1.0	1.0	0/1000	0.0
2155	PAEP01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2156	PAEU01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2157	PAJY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2181	PKRR01_Uliginosibacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2182	PKRS01_Emticicia	./CENA71.fasta	1.0	1.0	0/1000	0.0
2183	PKRT01_Novosphingobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2184	PNKA01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2185	PNKB01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2186	PNLJ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2187	PNLN01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2188	PNLS01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2180	PKRQ01_Tabrizicola	./CENA71.fasta	1.0	1.0	0/1000	0.0
2189	PQWO01_Acaryochloris	./CENA71.fasta	1.0	1.0	0/1000	0.0
2191	PTJN01_Gloeocapsopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2192	PULD01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2193	PVMC01_Cylindrospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2194	PVWD01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
2195	PVWE01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
2196	PVWF01_Pleurocapsa	./CENA71.fasta	1.0	1.0	0/1000	0.0
2197	PVWG01_Phormidesmis	./CENA71.fasta	1.0	1.0	0/1000	0.0
2198	PVWH01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
2190	PRLH01_Cyanothece	./CENA71.fasta	1.0	1.0	0/1000	0.0
2179	PKRP01_Rhizobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2178	PKRO01_Porphyrobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
2177	PKGD01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
2158	PAXG01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2159	PBHJ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2160	PBPY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2161	PBVK01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
2162	PBYZ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2163	PCGE01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2164	PDDM01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
2165	PEBC01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2166	PEIG01_Chroococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
2167	PESY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2168	PGEM01_Cuspidothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
2169	PGON01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2170	PGOX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2171	PHFO01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
2172	PHNL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2173	PHQT01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2174	PHQU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
2175	PKDM01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2176	PKDN01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
2200	PVWJ01_Merismopedia	./CENA71.fasta	1.0	1.0	0/1000	0.0
2141	NXIB02_Tychonema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1928	LIRO01_Limnothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
2012	MRCE01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1761	JAJDMS01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1762	JENA01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1763	JFKN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1764	JFKO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1765	JFKP01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1766	JFKQ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1767	JFKR01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1760	JAJDMQ01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1768	JFKS01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1770	JFKU01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1771	JFKV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1772	JFKW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1773	JFKX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1774	JFKY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1775	JFKZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1776	JFLA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1769	JFKT01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1777	JFLB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1758	JAIQCS01_Lichen	./CENA71.fasta	1.0	1.0	0/1000	0.0
1756	JAHUZR01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1730	JAGWWN01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1731	JAGWWP01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1732	JAGWXD01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1733	JAGWYQ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1734	JAGWYU01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1735	JAGWZZ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1736	JAGXAB01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1757	JAIMJP01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1737	JAGYKC01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1739	JAHEOB01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1746	JAHHHU01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1747	JAHHHV01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1752	JAHHIL01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1753	JAHHPT01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1754	JAHHPU01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1755	JAHRXJ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1738	JAGYNF01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1729	JAGWVJ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1778	JFLC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1780	JFLE01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1801	JFLZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1802	JFMA01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1803	JFMB01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1804	JFMC01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1805	JFMD01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1806	JFME01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1807	JFMF01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1800	JFLY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1808	JFMG01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1810	JFMI01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1811	JFMJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1812	JFMK01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
